id	topic_id	thread_id	type	formula
q_518	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><gcd/><ci>𝑎</ci><ci>𝑏</ci></apply><cn type=""integer"">1</cn></apply></math>"
q_519	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑐</ci><ci>𝑖</ci></apply><apply><plus/><ci>𝑎</ci><apply><ci>⋅</ci><ci>𝑖</ci><ci>𝑏</ci></apply></apply></apply></math>"
q_520	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><set><ci>𝑎</ci><apply><plus/><ci>𝑎</ci><ci>𝑏</ci></apply><apply><plus/><ci>𝑎</ci><apply><times/><cn type=""integer"">2</cn><ci>𝑏</ci></apply></apply><ci>⋯</ci></set></math>"
q_521	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">formulae-sequence</csymbol><apply><eq/><ci>𝑎</ci><cn type=""integer"">2</cn></apply><apply><eq/><ci>𝑏</ci><cn type=""integer"">3</cn></apply></apply></math>"
q_522	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><and/><apply><eq/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑐</ci><cn type=""integer"">1</cn></apply><apply><plus/><ci>𝑎</ci><ci>𝑏</ci></apply></apply><apply><eq/><cn type=""integer"">5</cn></apply></apply></math>"
q_523	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">formulae-sequence</csymbol><apply><eq/><ci>𝑎</ci><cn type=""integer"">4</cn></apply><apply><eq/><ci>𝑏</ci><cn type=""integer"">2</cn></apply></apply></math>"
q_524	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><and/><apply><eq/><apply><gcd/><ci>𝑎</ci><ci>𝑏</ci></apply><cn type=""integer"">2</cn></apply><apply><neq/><cn type=""integer"">1</cn></apply></apply></math>"
q_525	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><times/><ci>𝑓</ci><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑥</ci><cn type=""integer"">4</cn></apply></apply><apply><times/><apply><divide/><cn type=""integer"">2</cn><cn type=""integer"">5</cn></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><apply><divide/><apply><minus/><ci>𝑥</ci></apply><cn type=""integer"">10</cn></apply></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><minus/><cn type=""integer"">1</cn><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><apply><divide/><apply><minus/><ci>𝑥</ci></apply><cn type=""integer"">10</cn></apply></apply></apply><cn type=""integer"">3</cn></apply></apply></apply></math>"
q_526	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><and/><apply><eq/><apply><times/><ci>𝐸</ci><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑋</ci><cn type=""integer"">4</cn></apply></apply><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><csymbol cd=""ambiguous"">subscript</csymbol><int/><cn type=""integer"">0</cn></apply><infinity/></apply><apply><times/><apply><divide/><apply><times/><cn type=""integer"">2</cn><ci>𝑥</ci></apply><cn type=""integer"">5</cn></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><apply><divide/><apply><minus/><ci>𝑥</ci></apply><cn type=""integer"">10</cn></apply></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><minus/><cn type=""integer"">1</cn><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><apply><divide/><apply><minus/><ci>𝑥</ci></apply><cn type=""integer"">10</cn></apply></apply></apply><cn type=""integer"">3</cn></apply><apply><csymbol cd=""latexml"">differential-d</csymbol><ci>𝑥</ci></apply></apply></apply></apply><apply><eq/><apply><divide/><cn type=""integer"">125</cn><cn type=""integer"">6</cn></apply></apply></apply></math>"
q_527	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">10</cn></math>"
q_528	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">40</cn></math>"
q_529	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><ci>⋅</ci><cn type=""integer"">10</cn><cn type=""integer"">4</cn></apply><cn type=""integer"">40</cn></apply></math>"
q_530	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">40</cn></math>"
q_531	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><divide/><cn type=""integer"">125</cn><cn type=""integer"">6</cn></apply></math>"
q_532	A.343	4138767	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝐸</ci><list><interval closure=""open""><cn type=""integer"">1</cn><cn type=""integer"">6</cn></interval><interval closure=""open""><cn type=""integer"">2</cn><cn type=""integer"">5</cn></interval><interval closure=""open""><cn type=""integer"">3</cn><cn type=""integer"">4</cn></interval><interval closure=""open""><cn type=""integer"">4</cn><cn type=""integer"">3</cn></interval><interval closure=""open""><cn type=""integer"">3</cn><cn type=""integer"">4</cn></interval><interval closure=""open""><cn type=""integer"">5</cn><cn type=""integer"">2</cn></interval><interval closure=""open""><cn type=""integer"">6</cn><cn type=""integer"">1</cn></interval></list></apply></math>"
q_533	A.343	4138767	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><abs/><apply><times/><ci>𝑆</ci><ci>𝑎</ci><ci>𝑚</ci><ci>𝑝</ci><ci>𝑙</ci><ci>𝑒</ci><ci>𝑆</ci><ci>𝑝</ci><ci>𝑎</ci><ci>𝑐</ci><ci>𝑒</ci></apply></apply></math>"
q_534	A.343	4138767	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">36</cn></math>"
q_535	A.343	4138767	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><times/><ci>𝑃</ci><ci>𝐸</ci></apply><apply><divide/><cn type=""integer"">1</cn><cn type=""integer"">6</cn></apply></apply></math>"
q_536	A.343	4138767	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><set><interval closure=""open""><cn type=""integer"">1</cn><cn type=""integer"">6</cn></interval><interval closure=""open""><cn type=""integer"">2</cn><cn type=""integer"">5</cn></interval><interval closure=""open""><cn type=""integer"">3</cn><cn type=""integer"">4</cn></interval></set></math>"
q_537	A.343	4138767	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><abs/><ci>𝑆</ci></apply><cn type=""integer"">21</cn></apply></math>"
q_538	A.343	4138767	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><times/><ci>𝑃</ci><ci>𝐸</ci></apply><apply><divide/><cn type=""integer"">3</cn><cn type=""integer"">21</cn></apply></apply></math>"
q_539	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝒜</ci></math>"
q_540	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_541	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝜏</ci></math>"
q_542	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_543	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_544	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_545	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑋</ci><set><ci>𝑎</ci><ci>𝑏</ci><ci>𝑐</ci><ci>𝑑</ci><ci>𝑒</ci></set></apply></math>"
q_546	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝒜</ci><set><set><ci>𝑎</ci></set></set></apply></math>"
q_547	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_548	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝒜</ci><set><set><ci>𝑎</ci></set></set></apply></math>"
q_549	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_550	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝒜</ci></math>"
q_551	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_552	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝒜</ci></math>"
q_553	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><intersect/><set><ci>𝑎</ci></set><set><ci>𝑎</ci></set></apply><set><ci>𝑎</ci></set></apply></math>"
q_554	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>ℬ</ci><set><set><ci>𝑎</ci></set></set></apply></math>"
q_555	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>ℬ</ci></math>"
q_556	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><set><ci>𝑎</ci></set></math>"
q_557	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><union/><ci>ℬ</ci></apply><set><ci>𝑎</ci></set></apply></math>"
q_558	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><neq/><set><ci>𝑎</ci></set><ci>𝑋</ci></apply></math>"
q_559	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><notin/><ci>𝑋</ci><ci>𝜏</ci></apply></math>"
q_560	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_561	A.344	4135977	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝜏</ci></math>"
q_562	A.345	4126474	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><equivalent/><ci>𝑟</ci><apply><csymbol cd=""latexml"">cases</csymbol><apply><eq/><ci>𝑥</ci><cn type=""integer"">1</cn></apply><ci><mtext>𝑜𝑡ℎ𝑒𝑟𝑤𝑖𝑠𝑒</mtext></ci><apply><eq/><ci>𝑦</ci><cn type=""integer"">1</cn></apply><ci><mtext>𝑜𝑡ℎ𝑒𝑟𝑤𝑖𝑠𝑒</mtext></ci><apply><eq/><ci>𝑧</ci><apply><minus/><ci>𝜆</ci><cn type=""integer"">2</cn></apply></apply><ci><mtext>𝑜𝑡ℎ𝑒𝑟𝑤𝑖𝑠𝑒</mtext></ci></apply></apply></math>"
q_563	A.345	4126474	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><equivalent/><ci>𝑠</ci><apply><csymbol cd=""latexml"">cases</csymbol><apply><eq/><ci>𝑥</ci><ci>𝜇</ci></apply><ci><mtext>𝑜𝑡ℎ𝑒𝑟𝑤𝑖𝑠𝑒</mtext></ci><apply><eq/><ci>𝑦</ci><apply><minus/><ci>𝜇</ci><cn type=""integer"">1</cn></apply></apply><ci><mtext>𝑜𝑡ℎ𝑒𝑟𝑤𝑖𝑠𝑒</mtext></ci><apply><eq/><ci>𝑧</ci><apply><minus/><cn type=""integer"">1</cn></apply></apply><ci><mtext>𝑜𝑡ℎ𝑒𝑟𝑤𝑖𝑠𝑒</mtext></ci></apply></apply></math>"
q_564	A.346	4125256	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""latexml"">conditional-set</csymbol><apply><in/><ci>𝑟</ci><ci>ℚ</ci></apply><apply><csymbol cd=""ambiguous"">formulae-sequence</csymbol><apply><gt/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑟</ci><cn type=""integer"">2</cn></apply><cn type=""integer"">2</cn></apply><apply><gt/><ci>𝑟</ci><cn type=""integer"">0</cn></apply></apply></apply></math>"
q_565	A.346	4125256	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><in/><cn type=""integer"">0</cn><ci>ℚ</ci></apply></math>"
q_566	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><interval closure=""open""><ci>𝑎</ci><ci>𝑏</ci></interval><cn type=""integer"">1</cn></apply></math>"
q_567	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><interval closure=""open""><apply><plus/><ci>𝑎</ci><ci>𝑏</ci></apply><apply><minus/><ci>𝑎</ci><ci>𝑏</ci></apply></interval><cn type=""integer"">1</cn></apply></math>"
q_568	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">2</cn></math>"
q_569	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><interval closure=""open""><apply><plus/><ci>𝑎</ci><ci>𝑏</ci></apply><apply><minus/><ci>𝑎</ci><ci>𝑏</ci></apply></interval><ci>𝑑</ci></apply></math>"
q_570	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><plus/><ci>𝑎</ci><ci>𝑏</ci></apply><apply><times/><ci>𝑚</ci><ci>𝑑</ci></apply></apply></math>"
q_571	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><minus/><ci>𝑎</ci><ci>𝑏</ci></apply><apply><times/><ci>𝑛</ci><ci>𝑑</ci></apply></apply></math>"
q_572	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><times/><cn type=""integer"">2</cn><ci>𝑎</ci></apply><apply><times/><apply><plus/><ci>𝑚</ci><ci>𝑛</ci></apply><ci>𝑑</ci></apply></apply></math>"
q_573	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><times/><cn type=""integer"">2</cn><ci>𝑏</ci></apply><apply><times/><apply><minus/><ci>𝑚</ci><ci>𝑛</ci></apply><ci>𝑑</ci></apply></apply></math>"
q_574	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><list><ci>𝑎</ci><ci>𝑏</ci></list></math>"
q_575	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">2</cn></math>"
q_576	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><interval closure=""open""><ci>𝑎</ci><ci>𝑏</ci></interval></math>"
q_577	A.347	4118427	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><interval closure=""open""><apply><times/><cn type=""integer"">2</cn><ci>𝑎</ci></apply><apply><times/><cn type=""integer"">2</cn><ci>𝑏</ci></apply></interval></math>"
q_578	A.348	4115846	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><determinant/><apply><csymbol cd=""latexml"">matrix</csymbol><matrix><matrixrow><ci>𝐴</ci><ci>𝐵</ci></matrixrow><matrixrow><ci>𝐵</ci><ci>𝐴</ci></matrixrow></matrix></apply></apply><apply><determinant/><apply><times/><apply><minus/><ci>𝐴</ci><ci>𝐵</ci></apply><apply><determinant/><apply><plus/><ci>𝐴</ci><ci>𝐵</ci></apply></apply></apply></apply></apply></math>"
q_579	A.348	4115846	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""latexml"">matrix</csymbol><matrix><matrixrow><ci>𝐴</ci><apply><minus/><ci>𝐵</ci></apply></matrixrow><matrixrow><ci>𝐵</ci><ci>𝐴</ci></matrixrow></matrix></apply></math>"
q_580	A.348	4115846	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><in/><list><ci>𝐴</ci><ci>𝐵</ci></list><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>ℝ</ci><apply><times/><ci>𝑛</ci><ci>𝑛</ci></apply></apply></apply></math>"
q_581	A.348	4115846	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝐴</ci></math>"
q_582	A.348	4115846	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝐵</ci></math>"
q_583	A.349	4115364	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><factorial/><ci>𝑥</ci></apply><apply><times/><apply><root/><apply><times/><cn type=""integer"">2</cn><ci>𝜋</ci><ci>𝑥</ci></apply></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><divide/><ci>𝑥</ci><ci>𝑒</ci></apply><ci>𝑥</ci></apply></apply></apply></math>"
q_584	A.349	4115364	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑦</ci><apply><times/><apply><root/><apply><times/><cn type=""integer"">2</cn><ci>𝜋</ci><ci>𝑥</ci></apply></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><divide/><ci>𝑥</ci><ci>𝑒</ci></apply><ci>𝑥</ci></apply></apply></apply></math>"
q_585	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><in/><list><apply><minus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑥</ci><cn type=""integer"">3</cn></apply><ci>𝑥</ci></apply><ci>𝑥</ci></list><ci>ℕ</ci></apply></math>"
q_586	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><in/><ci>𝑥</ci><ci>ℕ</ci></apply></math>"
q_587	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><times/><ci>𝑃</ci><ci>𝑥</ci></apply></math>"
q_588	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><minus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑥</ci><cn type=""integer"">3</cn></apply><ci>𝑥</ci></apply></math>"
q_589	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>ℕ</ci></math>"
q_590	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">0</cn></math>"
q_591	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><divide/><apply><minus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><cn type=""integer"">0</cn><cn type=""integer"">3</cn></apply><cn type=""integer"">0</cn></apply><cn type=""integer"">2</cn></apply><cn type=""integer"">0</cn></apply></math>"
q_592	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><divide/><apply><minus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><cn type=""integer"">0</cn><cn type=""integer"">3</cn></apply><cn type=""integer"">0</cn></apply><cn type=""integer"">3</cn></apply><cn type=""integer"">0</cn></apply></math>"
q_593	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><times/><ci>𝑃</ci><cn type=""integer"">0</cn></apply></math>"
q_594	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><times/><ci>𝑃</ci><ci>𝑘</ci></apply></math>"
q_595	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><minus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑘</ci><cn type=""integer"">3</cn></apply><ci>𝑘</ci></apply></math>"
q_596	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><times/><ci>𝑃</ci><ci>𝑘</ci></apply></math>"
q_597	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><times/><ci>𝑃</ci><apply><plus/><ci>𝑘</ci><cn type=""integer"">1</cn></apply></apply></math>"
q_598	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><minus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><ci>𝑘</ci><cn type=""integer"">1</cn></apply><cn type=""integer"">3</cn></apply><apply><plus/><ci>𝑘</ci><cn type=""integer"">1</cn></apply></apply></math>"
q_599	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><divide/><apply><minus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><ci>𝑘</ci><cn type=""integer"">1</cn></apply><cn type=""integer"">3</cn></apply><apply><plus/><ci>𝑘</ci><cn type=""integer"">1</cn></apply></apply><cn type=""integer"">2</cn></apply></math>"
q_600	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><divide/><apply><minus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><ci>𝑘</ci><cn type=""integer"">1</cn></apply><cn type=""integer"">3</cn></apply><apply><plus/><ci>𝑘</ci><cn type=""integer"">1</cn></apply></apply><cn type=""integer"">3</cn></apply></math>"
q_601	A.350	4114892	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><minus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><ci>𝑘</ci><cn type=""integer"">1</cn></apply><cn type=""integer"">3</cn></apply><apply><plus/><ci>𝑘</ci><cn type=""integer"">1</cn></apply></apply></math>"
q_602	A.351	4114583	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><vector><ci>𝑋</ci><ci>𝒜</ci><ci>𝜇</ci></vector></math>"
q_603	A.351	4114583	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><ci>𝑛</ci></apply></math>"
q_604	A.351	4114583	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝒜</ci></math>"
q_605	A.351	4114583	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cerror><csymbol cd=""ambiguous"">fragments</csymbol><csymbol cd=""unknown"">A</csymbol><csymbol cd=""latexml"">assign</csymbol><cerror><csymbol cd=""ambiguous"">fragments</csymbol><ci>{</ci><csymbol cd=""unknown"">x</csymbol><in/><csymbol cd=""unknown"">X</csymbol></cerror></cerror></math>"
q_606	A.351	4114583	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><in/><ci>𝑛</ci><ci>ℕ</ci></apply></math>"
q_607	A.351	4114583	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><times/><ci>𝑥</ci><ci>∈</ci><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><ci>𝑛</ci></apply></apply></math>"
q_608	A.351	4114583	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>}</ci></math>"
q_609	A.351	4114583	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><geq/><apply><apply><csymbol cd=""ambiguous"">subscript</csymbol><limit/><apply><ci>→</ci><ci>𝑛</ci><infinity/></apply></apply><apply><csymbol cd=""latexml"">infimum</csymbol><apply><times/><ci>𝜇</ci><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><ci>𝑛</ci></apply></apply></apply></apply><apply><times/><ci>𝜇</ci><ci>𝐴</ci></apply></apply></math>"
q_610	A.351	4114583	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><times/><ci>𝜇</ci><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><ci>𝑛</ci></apply></apply><apply><apply><csymbol cd=""ambiguous"">subscript</csymbol><int/><ci>𝑋</ci></apply><apply><times/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝜒</ci><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><ci>𝑛</ci></apply></apply><apply><csymbol cd=""latexml"">differential-d</csymbol><ci>𝜇</ci></apply></apply></apply></apply></math>"
