id	topic_id	thread_id	type	opt
q_570	A.63	3149293	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""r"" display=""block"">   <ci>𝑟</ci> </math> "
q_571	A.63	3149293	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""{n_{1},n_{2},n_{3},...,n_{r}}"" display=""block"">   <list>     <apply>       <csymbol cd=""ambiguous"">subscript</csymbol>       <ci>𝑛</ci>       <cn type=""integer"">1</cn>     </apply>     <apply>       <csymbol cd=""ambiguous"">subscript</csymbol>       <ci>𝑛</ci>       <cn type=""integer"">2</cn>     </apply>     <apply>       <csymbol cd=""ambiguous"">subscript</csymbol>       <ci>𝑛</ci>       <cn type=""integer"">3</cn>     </apply>     <ci>…</ci>     <apply>       <csymbol cd=""ambiguous"">subscript</csymbol>       <ci>𝑛</ci>       <ci>𝑟</ci>     </apply>   </list> </math> "
q_572	A.63	3149293	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\text{lcm}(n_{1},n_{2},n_{3},...,n_{r})=\frac{\prod_{i=1}^{r}n_{i}}{gcd(n_{1},%&#10;n2,n_{3},...,n_{r})}"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <mtext>\text</mtext>       <ci>𝑙</ci>       <ci>𝑐</ci>       <ci>𝑚</ci>       <vector>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑛</ci>           <cn type=""integer"">1</cn>         </apply>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑛</ci>           <cn type=""integer"">2</cn>         </apply>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑛</ci>           <cn type=""integer"">3</cn>         </apply>         <ci>…</ci>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑛</ci>           <ci>𝑟</ci>         </apply>       </vector>     </apply>     <apply>       <divide/>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <csymbol cd=""latexml"">product</csymbol>             <apply>               <eq/>               <ci>𝑖</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>           <ci>𝑟</ci>         </apply>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑛</ci>           <ci>𝑖</ci>         </apply>       </apply>       <apply>         <times/>         <ci>𝑔</ci>         <ci>𝑐</ci>         <ci>𝑑</ci>         <vector>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑛</ci>             <cn type=""integer"">1</cn>           </apply>           <apply>             <times/>             <ci>𝑛</ci>             <cn type=""integer"">2</cn>           </apply>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑛</ci>             <cn type=""integer"">3</cn>           </apply>           <ci>…</ci>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑛</ci>             <ci>𝑟</ci>           </apply>         </vector>       </apply>     </apply>   </apply> </math> "
q_573	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f:[a,b]\to\mathbb{R}"" display=""block"">   <apply>     <ci>:</ci>     <ci>𝑓</ci>     <apply>       <ci>→</ci>       <interval closure=""closed"">         <ci>𝑎</ci>         <ci>𝑏</ci>       </interval>       <apply>         <times/>         <mtext>\mathbb</mtext>         <ci>𝑅</ci>       </apply>     </apply>   </apply> </math> "
q_574	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f([a,b])\subset[a,b]"" display=""block"">   <apply>     <subset/>     <apply>       <times/>       <ci>𝑓</ci>       <interval closure=""closed"">         <ci>𝑎</ci>         <ci>𝑏</ci>       </interval>     </apply>     <interval closure=""closed"">       <ci>𝑎</ci>       <ci>𝑏</ci>     </interval>   </apply> </math> "
q_575	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c\in[a,b]"" display=""block"">   <apply>     <in/>     <ci>𝑐</ci>     <interval closure=""closed"">       <ci>𝑎</ci>       <ci>𝑏</ci>     </interval>   </apply> </math> "
q_576	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(c)=c"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑐</ci>     </apply>     <ci>𝑐</ci>   </apply> </math> "
q_577	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)=a"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑎</ci>     </apply>     <ci>𝑎</ci>   </apply> </math> "
q_578	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)=b"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑏</ci>     </apply>     <ci>𝑏</ci>   </apply> </math> "
q_579	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)=a"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑎</ci>     </apply>     <ci>𝑎</ci>   </apply> </math> "
q_580	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)=b"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑏</ci>     </apply>     <ci>𝑏</ci>   </apply> </math> "
q_581	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f"" display=""block"">   <ci>𝑓</ci> </math> "
q_582	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""[a,b]"" display=""block"">   <interval closure=""closed"">     <ci>𝑎</ci>     <ci>𝑏</ci>   </interval> </math> "
q_583	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)&amp;gt;a"" display=""block"">   <list>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑎</ci>       <ci>&amp;</ci>       <ci>𝑔</ci>       <ci>𝑡</ci>     </apply>     <ci>𝑎</ci>   </list> </math> "
q_584	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)&amp;lt;b"" display=""block"">   <list>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑏</ci>       <ci>&amp;</ci>       <ci>𝑙</ci>       <ci>𝑡</ci>     </apply>     <ci>𝑏</ci>   </list> </math> "
q_585	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)&amp;gt;a"" display=""block"">   <list>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑎</ci>       <ci>&amp;</ci>       <ci>𝑔</ci>       <ci>𝑡</ci>     </apply>     <ci>𝑎</ci>   </list> </math> "
q_586	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)&amp;lt;b"" display=""block"">   <list>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑏</ci>       <ci>&amp;</ci>       <ci>𝑙</ci>       <ci>𝑡</ci>     </apply>     <ci>𝑏</ci>   </list> </math> "
q_587	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x,y\in[a,b]"" display=""block"">   <apply>     <in/>     <list>       <ci>𝑥</ci>       <ci>𝑦</ci>     </list>     <interval closure=""closed"">       <ci>𝑎</ci>       <ci>𝑏</ci>     </interval>   </apply> </math> "
q_588	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)=x"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑎</ci>     </apply>     <ci>𝑥</ci>   </apply> </math> "
q_589	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)=y"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑏</ci>     </apply>     <ci>𝑦</ci>   </apply> </math> "
q_590	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f[a,b]=[x,y]"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑓</ci>       <interval closure=""closed"">         <ci>𝑎</ci>         <ci>𝑏</ci>       </interval>     </apply>     <interval closure=""closed"">       <ci>𝑥</ci>       <ci>𝑦</ci>     </interval>   </apply> </math> "
q_591	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""[x,y]\subset[a,b]"" display=""block"">   <apply>     <subset/>     <interval closure=""closed"">       <ci>𝑥</ci>       <ci>𝑦</ci>     </interval>     <interval closure=""closed"">       <ci>𝑎</ci>       <ci>𝑏</ci>     </interval>   </apply> </math> "
q_592	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""[x,y]"" display=""block"">   <interval closure=""closed"">     <ci>𝑥</ci>     <ci>𝑦</ci>   </interval> </math> "
q_593	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c\in[a,b]"" display=""block"">   <apply>     <in/>     <ci>𝑐</ci>     <interval closure=""closed"">       <ci>𝑎</ci>       <ci>𝑏</ci>     </interval>   </apply> </math> "
q_594	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x"" display=""block"">   <ci>𝑥</ci> </math> "
q_595	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c"" display=""block"">   <ci>𝑐</ci> </math> "
q_596	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""y"" display=""block"">   <ci>𝑦</ci> </math> "
q_597	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(c)=c"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑓</ci>       <ci>𝑐</ci>     </apply>     <ci>𝑐</ci>   </apply> </math> "
q_598	A.65	3155771	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""e^{-2\lambda t}\lambda^{2}\leq\frac{1}{e^{2}t^{2}}"" display=""block"">   <apply>     <leq/>     <apply>       <times/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑒</ci>         <apply>           <minus/>           <apply>             <times/>             <cn type=""integer"">2</cn>             <ci>𝜆</ci>             <ci>𝑡</ci>           </apply>         </apply>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝜆</ci>         <cn type=""integer"">2</cn>       </apply>     </apply>     <apply>       <divide/>       <cn type=""integer"">1</cn>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑒</ci>           <cn type=""integer"">2</cn>         </apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑡</ci>           <cn type=""integer"">2</cn>         </apply>       </apply>     </apply>   </apply> </math> "
q_599	A.65	3155771	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lambda,t\geq 0"" display=""block"">   <apply>     <geq/>     <list>       <ci>𝜆</ci>       <ci>𝑡</ci>     </list>     <cn type=""integer"">0</cn>   </apply> </math> "
q_600	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""e^{-2\lambda t}\lambda^{2}\leq\frac{1}{e^{2}t^{2}}\tag 1"" display=""block"">   <apply>     <leq/>     <apply>       <times/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑒</ci>         <apply>           <minus/>           <apply>             <times/>             <cn type=""integer"">2</cn>             <ci>𝜆</ci>             <ci>𝑡</ci>           </apply>         </apply>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝜆</ci>         <cn type=""integer"">2</cn>       </apply>     </apply>     <apply>       <times/>       <apply>         <divide/>         <cn type=""integer"">1</cn>         <apply>           <times/>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <ci>𝑒</ci>             <cn type=""integer"">2</cn>           </apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <ci>𝑡</ci>             <cn type=""integer"">2</cn>           </apply>         </apply>       </apply>       <mtext>\tag</mtext>       <cn type=""integer"">1</cn>     </apply>   </apply> </math> "
q_601	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lambda,t\geq 0"" display=""block"">   <apply>     <geq/>     <list>       <ci>𝜆</ci>       <ci>𝑡</ci>     </list>     <cn type=""integer"">0</cn>   </apply> </math> "
q_602	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\ln"" display=""block"">   <ln/> </math> "
q_603	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(1)"" display=""block"">   <cn type=""integer"">1</cn> </math> "
q_604	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""t\lambda\leq e^{t\lambda-1}\tag 2."" display=""block"">   <apply>     <leq/>     <apply>       <times/>       <ci>𝑡</ci>       <ci>𝜆</ci>     </apply>     <apply>       <times/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑒</ci>         <apply>           <minus/>           <apply>             <times/>             <ci>𝑡</ci>             <ci>𝜆</ci>           </apply>           <cn type=""integer"">1</cn>         </apply>       </apply>       <mtext>\tag</mtext>       <cn type=""integer"">2</cn>     </apply>   </apply> </math> "
q_605	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x\leq e^{x-1}"" display=""block"">   <apply>     <leq/>     <ci>𝑥</ci>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <ci>𝑒</ci>       <apply>         <minus/>         <ci>𝑥</ci>         <cn type=""integer"">1</cn>       </apply>     </apply>   </apply> </math> "
q_606	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x\geq 0"" display=""block"">   <apply>     <geq/>     <ci>𝑥</ci>     <cn type=""integer"">0</cn>   </apply> </math> "
q_607	A.66	3168147	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x,h\in\mathbb{R}^{d}"" display=""block"">   <apply>     <in/>     <list>       <ci>𝑥</ci>       <ci>ℎ</ci>     </list>     <apply>       <times/>       <mtext>\mathbb</mtext>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑅</ci>         <ci>𝑑</ci>       </apply>     </apply>   </apply> </math> "
q_608	A.66	3168147	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A\in\mathbb{R}^{d\times d}"" display=""block"">   <apply>     <in/>     <ci>𝐴</ci>     <apply>       <times/>       <mtext>\mathbb</mtext>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑅</ci>         <apply>           <times/>           <ci>𝑑</ci>           <ci>𝑑</ci>         </apply>       </apply>     </apply>   </apply> </math> "
q_609	A.66	3168147	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(x^{T}Ah)^{T}=h^{T}A^{T}x"" display=""block"">   <apply>     <eq/>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑥</ci>           <ci>𝑇</ci>         </apply>         <ci>𝐴</ci>         <ci>ℎ</ci>       </apply>       <ci>𝑇</ci>     </apply>     <apply>       <times/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>ℎ</ci>         <ci>𝑇</ci>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝐴</ci>         <ci>𝑇</ci>       </apply>       <ci>𝑥</ci>     </apply>   </apply> </math> "
q_610	A.66	3168147	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x,h\in\mathbb{R}^{d}"" display=""block"">   <apply>     <in/>     <list>       <ci>𝑥</ci>       <ci>ℎ</ci>     </list>     <apply>       <times/>       <mtext>\mathbb</mtext>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑅</ci>         <ci>𝑑</ci>       </apply>     </apply>   </apply> </math> "
q_611	A.66	3168147	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A\in\mathbb{R}^{d\times d}"" display=""block"">   <apply>     <in/>     <ci>𝐴</ci>     <apply>       <times/>       <mtext>\mathbb</mtext>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑅</ci>         <apply>           <times/>           <ci>𝑑</ci>           <ci>𝑑</ci>         </apply>       </apply>     </apply>   </apply> </math> "
q_612	A.66	3168147	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(x^{T}Ah)^{T}=h^{T}A^{T}x"" display=""block"">   <apply>     <eq/>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑥</ci>           <ci>𝑇</ci>         </apply>         <ci>𝐴</ci>         <ci>ℎ</ci>       </apply>       <ci>𝑇</ci>     </apply>     <apply>       <times/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>ℎ</ci>         <ci>𝑇</ci>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝐴</ci>         <ci>𝑇</ci>       </apply>       <ci>𝑥</ci>     </apply>   </apply> </math> "
q_613	A.67	3175847	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""k\times k"" display=""block"">   <apply>     <times/>     <ci>𝑘</ci>     <ci>𝑘</ci>   </apply> </math> "
q_614	A.67	3175847	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""k\times l"" display=""block"">   <apply>     <times/>     <ci>𝑘</ci>     <ci>𝑙</ci>   </apply> </math> "
q_615	A.67	3175847	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""l\times l"" display=""block"">   <apply>     <times/>     <ci>𝑙</ci>     <ci>𝑙</ci>   </apply> </math> "
q_616	A.67	3175847	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\det{\bmatrix A&amp;amp;B\\&#10;O&amp;amp;C}=\det(A)\det(C)"" display=""block"">   <apply>     <eq/>     <list>       <apply>         <determinant/>         <apply>           <times/>           <mtext>{bmatrix}</mtext>           <ci>𝐴</ci>           <ci>&amp;</ci>           <ci>𝑎</ci>           <ci>𝑚</ci>           <ci>𝑝</ci>         </apply>       </apply>       <apply>         <times/>         <ci>𝐵</ci>         <ci>𝑂</ci>         <ci>&amp;</ci>         <ci>𝑎</ci>         <ci>𝑚</ci>         <ci>𝑝</ci>       </apply>       <ci>𝐶</ci>     </list>     <apply>       <determinant/>       <apply>         <times/>         <ci>𝐴</ci>         <apply>           <determinant/>           <ci>𝐶</ci>         </apply>       </apply>     </apply>   </apply> </math> "
q_617	A.68	3178511	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a^{n}+1"" display=""block"">   <apply>     <plus/>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <ci>𝑎</ci>       <ci>𝑛</ci>     </apply>     <cn type=""integer"">1</cn>   </apply> </math> "
q_618	A.68	3178511	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a+1"" display=""block"">   <apply>     <plus/>     <ci>𝑎</ci>     <cn type=""integer"">1</cn>   </apply> </math> "
q_619	A.68	3178511	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n"" display=""block"">   <ci>𝑛</ci> </math> "
q_620	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a^{n}+1"" display=""block"">   <apply>     <plus/>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <ci>𝑎</ci>       <ci>𝑛</ci>     </apply>     <cn type=""integer"">1</cn>   </apply> </math> "
q_621	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a+1"" display=""block"">   <apply>     <plus/>     <ci>𝑎</ci>     <cn type=""integer"">1</cn>   </apply> </math> "
q_622	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n"" display=""block"">   <ci>𝑛</ci> </math> "
q_623	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a"" display=""block"">   <ci>𝑎</ci> </math> "
q_624	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""-1"" display=""inline"">   <apply>     <minus/>     <cn type=""integer"">1</cn>   </apply> </math> "
q_625	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n\in\mathbb{N}"" display=""block"">   <apply>     <in/>     <ci>𝑛</ci>     <apply>       <times/>       <mtext>\mathbb</mtext>       <ci>𝑁</ci>     </apply>   </apply> </math> "
q_626	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n"" display=""block"">   <ci>𝑛</ci> </math> "
q_627	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n"" display=""block"">   <ci>𝑛</ci> </math> "
q_628	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""2k+1"" display=""block"">   <apply>     <plus/>     <apply>       <times/>       <cn type=""integer"">2</cn>       <ci>𝑘</ci>     </apply>     <cn type=""integer"">1</cn>   </apply> </math> "
q_629	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a^{2(k+1)+1}+1"" display=""block"">   <apply>     <plus/>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <ci>𝑎</ci>       <apply>         <plus/>         <apply>           <times/>           <cn type=""integer"">2</cn>           <apply>             <plus/>             <ci>𝑘</ci>             <cn type=""integer"">1</cn>           </apply>         </apply>         <cn type=""integer"">1</cn>       </apply>     </apply>     <cn type=""integer"">1</cn>   </apply> </math> "
q_630	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""=a^{2k+3}+1"" display=""block"">   <apply>     <eq/>     <csymbol cd=""latexml"">absent</csymbol>     <apply>       <plus/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑎</ci>         <apply>           <plus/>           <apply>             <times/>             <cn type=""integer"">2</cn>             <ci>𝑘</ci>           </apply>           <cn type=""integer"">3</cn>         </apply>       </apply>       <cn type=""integer"">1</cn>     </apply>   </apply> </math> "
q_631	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""=a^{3}\cdot a^{2k}+1"" display=""block"">   <apply>     <eq/>     <csymbol cd=""latexml"">absent</csymbol>     <apply>       <plus/>       <apply>         <ci>⋅</ci>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑎</ci>           <cn type=""integer"">3</cn>         </apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑎</ci>           <apply>             <times/>             <cn type=""integer"">2</cn>             <ci>𝑘</ci>           </apply>         </apply>       </apply>       <cn type=""integer"">1</cn>     </apply>   </apply> </math> "
q_632	A.68	3178511	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""=(a^{3}+1)\cdot a^{2k}-a^{2k}+1"" display=""block"">   <apply>     <eq/>     <csymbol cd=""latexml"">absent</csymbol>     <apply>       <plus/>       <apply>         <minus/>         <apply>           <ci>⋅</ci>           <apply>             <plus/>             <apply>               <csymbol cd=""ambiguous"">superscript</csymbol>               <ci>𝑎</ci>               <cn type=""integer"">3</cn>             </apply>             <cn type=""integer"">1</cn>           </apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <ci>𝑎</ci>             <apply>               <times/>               <cn type=""integer"">2</cn>               <ci>𝑘</ci>             </apply>           </apply>         </apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑎</ci>           <apply>             <times/>             <cn type=""integer"">2</cn>             <ci>𝑘</ci>           </apply>         </apply>       </apply>       <cn type=""integer"">1</cn>     </apply>   </apply> </math> "
